TITLE = "Cavity Iterative Residual History"
variables="Iteration""Time(s)""Res1""Res2""Res3"
650 5.214665e-02 4.421813e+18 1.552934e+13 8.690098e+12 4.421813e+18
660 5.214665e-02 3.764981e+19 4.763218e+13 3.796449e+13 3.764981e+19
670 5.214665e-02 3.141987e+20 1.807854e+14 1.622442e+14 3.141987e+20
680 5.214665e-02 2.650340e+21 5.839470e+14 6.448351e+14 2.650340e+21
690 5.214665e-02 6.818535e+22 4.905599e+15 1.128897e+16 6.818535e+22
700 5.214665e-02 1.498715e+23 9.009760e+15 1.030424e+16 1.498715e+23
710 5.214665e-02 6.729848e+23 2.081729e+16 2.865569e+16 6.729848e+23
720 5.214665e-02 5.618125e+24 6.687576e+16 1.208973e+17 5.618125e+24
730 5.214665e-02 4.322934e+26 4.097379e+17 1.407749e+18 4.322934e+26
740 5.214665e-02 1.352339e+27 1.439669e+18 3.717047e+18 1.352339e+27
750 5.214665e-02 3.617980e+27 6.894805e+18 7.688526e+18 3.617980e+27
760 5.214665e-02 1.621351e+28 2.964939e+19 2.668000e+19 1.621351e+28
770 5.214665e-02 1.347375e+29 7.960107e+19 8.728418e+19 1.347375e+29
780 5.214665e-02 4.748247e+29 2.145837e+20 2.748351e+20 4.748247e+29
790 5.214665e-02 6.166039e+30 7.622436e+20 1.137841e+21 6.166039e+30
800 5.214665e-02 4.997254e+32 3.890070e+21 1.247813e+22 4.997254e+32
810 5.214665e-02 1.537874e+33 2.115705e+22 3.742952e+22 1.537874e+33
820 5.214665e-02 4.302948e+33 6.425870e+22 1.021772e+23 4.302948e+33
830 5.214665e-02 1.218908e+34 2.509597e+23 2.038930e+23 1.218908e+34
840 5.214665e-02 7.181128e+34 8.116705e+23 4.193732e+23 7.181128e+34
850 5.214665e-02 3.918657e+35 1.917486e+24 1.342606e+24 3.918657e+35
860 5.214665e-02 NaN NaN NaN NaN
870 5.214665e-02 NaN NaN NaN NaN
880 5.214665e-02 NaN NaN NaN NaN
890 5.214665e-02 NaN NaN NaN NaN
900 5.214665e-02 NaN NaN NaN NaN
910 5.214665e-02 NaN NaN NaN NaN
920 5.214665e-02 NaN NaN NaN NaN
930 5.214665e-02 NaN NaN NaN NaN
940 5.214665e-02 NaN NaN NaN NaN
950 5.214665e-02 NaN NaN NaN NaN
960 5.214665e-02 NaN NaN NaN NaN
970 5.214665e-02 NaN NaN NaN NaN
980 5.214665e-02 NaN NaN NaN NaN
990 5.214665e-02 NaN NaN NaN NaN
1000 5.214665e-02 NaN NaN NaN NaN
1010 5.214665e-02 NaN NaN NaN NaN
1020 5.214665e-02 NaN NaN NaN NaN
1030 5.214665e-02 NaN NaN NaN NaN
1040 5.214665e-02 NaN NaN NaN NaN
1050 5.214665e-02 NaN NaN NaN NaN
1060 5.214665e-02 NaN NaN NaN NaN
1070 5.214665e-02 NaN NaN NaN NaN
1080 5.214665e-02 NaN NaN NaN NaN
1090 5.214665e-02 NaN NaN NaN NaN
1100 5.214665e-02 NaN NaN NaN NaN
