TITLE = "Cavity Iterative Residual History"
variables="Iteration""Time(s)""Res1""Res2""Res3"
1 6.103516e-05 1.003892e+01 1.260042e+02 1.323914e+02 1.000000e+00
10 6.103516e-04 1.017579e+01 6.051516e+01 7.031402e+01 1.000000e+00
20 1.220703e-03 1.693427e+01 4.258263e+01 5.285336e+01 1.664173e+00
30 1.831055e-03 2.083226e+01 3.779706e+01 4.918562e+01 2.047238e+00
40 2.441406e-03 2.244886e+01 3.679857e+01 4.885698e+01 2.206105e+00
50 3.051758e-03 2.335241e+01 3.671449e+01 4.853547e+01 2.294899e+00
60 3.662109e-03 2.458502e+01 3.665089e+01 4.785321e+01 2.416031e+00
70 4.272461e-03 2.533002e+01 3.645088e+01 4.730836e+01 2.489244e+00
80 4.882813e-03 2.565205e+01 3.617058e+01 4.659501e+01 2.520891e+00
90 5.493164e-03 2.586865e+01 3.567277e+01 4.559384e+01 2.542176e+00
100 6.103516e-03 2.611178e+01 3.490690e+01 4.448950e+01 2.566070e+00
110 6.713867e-03 2.640660e+01 3.398878e+01 4.346169e+01 2.595042e+00
120 7.324219e-03 2.649865e+01 3.318993e+01 4.257181e+01 2.604089e+00
130 7.934570e-03 2.638707e+01 3.265059e+01 4.182057e+01 2.593123e+00
140 8.544922e-03 2.600605e+01 3.231208e+01 4.122384e+01 2.555680e+00
150 9.155273e-03 2.555004e+01 3.201705e+01 4.072825e+01 2.510866e+00
160 9.765625e-03 2.515543e+01 3.167489e+01 4.031386e+01 2.472087e+00
170 1.037598e-02 2.490722e+01 3.129665e+01 3.994604e+01 2.447694e+00
180 1.098633e-02 2.484129e+01 3.092392e+01 3.961051e+01 2.441215e+00
190 1.159668e-02 2.485560e+01 3.061049e+01 3.931135e+01 2.442621e+00
200 1.220703e-02 2.491584e+01 3.036852e+01 3.904022e+01 2.448541e+00
210 1.281738e-02 2.496492e+01 3.019543e+01 3.880817e+01 2.453365e+00
220 1.342773e-02 2.503449e+01 3.005560e+01 3.860300e+01 2.460202e+00
230 1.403809e-02 2.512671e+01 2.993819e+01 3.842031e+01 2.469264e+00
240 1.464844e-02 2.524716e+01 2.983492e+01 3.825789e+01 2.481101e+00
250 1.525879e-02 2.538553e+01 2.975011e+01 3.810658e+01 2.494699e+00
260 1.586914e-02 2.556073e+01 2.967709e+01 3.797018e+01 2.511917e+00
270 1.647949e-02 2.575558e+01 2.961278e+01 3.784126e+01 2.531065e+00
280 1.708984e-02 2.597987e+01 2.955980e+01 3.771944e+01 2.553106e+00
290 1.770020e-02 2.620997e+01 2.951827e+01 3.760670e+01 2.575718e+00
300 1.831055e-02 2.645643e+01 2.948955e+01 3.749848e+01 2.599939e+00
310 1.892090e-02 2.672149e+01 2.946595e+01 3.739707e+01 2.625987e+00
320 1.953125e-02 2.699557e+01 2.945102e+01 3.730072e+01 2.652922e+00
330 2.014160e-02 2.728450e+01 2.944227e+01 3.720753e+01 2.681316e+00
340 2.075195e-02 2.757864e+01 2.944256e+01 3.712056e+01 2.710221e+00
350 2.136230e-02 2.788961e+01 2.944657e+01 3.703656e+01 2.740782e+00
360 2.197266e-02 2.820979e+01 2.945496e+01 3.695511e+01 2.772247e+00
370 2.258301e-02 2.854039e+01 2.946778e+01 3.687826e+01 2.804735e+00
380 2.319336e-02 2.887430e+01 2.948612e+01 3.680332e+01 2.837549e+00
390 2.380371e-02 2.922083e+01 2.950840e+01 3.673146e+01 2.871603e+00
400 2.441406e-02 2.957306e+01 2.953273e+01 3.666298e+01 2.906218e+00
410 2.502441e-02 2.992936e+01 2.956131e+01 3.659627e+01 2.941233e+00
420 2.563477e-02 3.029249e+01 2.959310e+01 3.653338e+01 2.976919e+00
430 2.624512e-02 3.065908e+01 2.962978e+01 3.647424e+01 3.012944e+00
440 2.685547e-02 3.103462e+01 2.966722e+01 3.641728e+01 3.049849e+00
450 2.746582e-02 3.141705e+01 2.970886e+01 3.636476e+01 3.087432e+00
460 2.807617e-02 3.181523e+01 2.975292e+01 3.631616e+01 3.126562e+00
470 2.868652e-02 3.224464e+01 2.980069e+01 3.627060e+01 3.168761e+00
480 2.929688e-02 3.274549e+01 2.985000e+01 3.622905e+01 3.217980e+00
490 2.990723e-02 3.340459e+01 2.990131e+01 3.619127e+01 3.282752e+00
500 3.051758e-02 3.444053e+01 2.995564e+01 3.615696e+01 3.384556e+00
510 3.112793e-02 3.628493e+01 3.001116e+01 3.612647e+01 3.565810e+00
520 3.173828e-02 4.311574e+01 3.006865e+01 3.610074e+01 4.237091e+00
530 3.234863e-02 6.900061e+01 3.012690e+01 3.607973e+01 6.780862e+00
540 3.295898e-02 1.198837e+02 3.018754e+01 3.606433e+01 1.178126e+01
550 3.356934e-02 1.562186e+02 3.024921e+01 3.605457e+01 1.535199e+01
560 3.417969e-02 1.197227e+02 3.031377e+01 3.604930e+01 1.176545e+01
570 3.479004e-02 5.090913e+01 3.038100e+01 3.604593e+01 5.002966e+00
580 3.540039e-02 3.577012e+01 3.045384e+01 3.603989e+01 3.515219e+00
590 3.601074e-02 3.706616e+01 3.053200e+01 3.602382e+01 3.642583e+00
600 3.662109e-02 3.606729e+01 3.061939e+01 3.598947e+01 3.544422e+00
610 3.723145e-02 3.590673e+01 3.071679e+01 3.592720e+01 3.528643e+00
620 3.784180e-02 3.606646e+01 3.082743e+01 3.582884e+01 3.544341e+00
630 3.845215e-02 3.633079e+01 3.095356e+01 3.568837e+01 3.570317e+00
640 3.906250e-02 3.661131e+01 3.109737e+01 3.550238e+01 3.597884e+00
650 3.967285e-02 3.683852e+01 3.126147e+01 3.527009e+01 3.620213e+00
660 4.028320e-02 3.700083e+01 3.144867e+01 3.499177e+01 3.636163e+00
670 4.089355e-02 3.711673e+01 3.166256e+01 3.466644e+01 3.647553e+00
680 4.150391e-02 3.721260e+01 3.190866e+01 3.428951e+01 3.656974e+00
690 4.211426e-02 3.732033e+01 3.219608e+01 3.384839e+01 3.667562e+00
700 4.272461e-02 3.747796e+01 3.253619e+01 3.330606e+01 3.683052e+00
710 4.333496e-02 3.772083e+01 3.292851e+01 3.256030e+01 3.706919e+00
720 4.394531e-02 3.808099e+01 3.329677e+01 3.136240e+01 3.742313e+00
730 4.455566e-02 3.870487e+01 3.330772e+01 2.924448e+01 3.803624e+00
740 4.516602e-02 4.031409e+01 3.219955e+01 2.585239e+01 3.961766e+00
750 4.577637e-02 4.370869e+01 2.943734e+01 2.235961e+01 4.295362e+00
760 4.638672e-02 4.678786e+01 2.608436e+01 2.142025e+01 4.597959e+00
770 4.699707e-02 4.762804e+01 2.371459e+01 2.245936e+01 4.680525e+00
780 4.760742e-02 4.748068e+01 2.257494e+01 2.335377e+01 4.666044e+00
790 4.821777e-02 4.721208e+01 2.221380e+01 2.371593e+01 4.639648e+00
800 4.882813e-02 4.705110e+01 2.218556e+01 2.370131e+01 4.623829e+00
810 4.943848e-02 4.708432e+01 2.224798e+01 2.341294e+01 4.627093e+00
820 5.004883e-02 4.730149e+01 2.229632e+01 2.289000e+01 4.648435e+00
